time[sec],EARTH_pos_i(X)[m],EARTH_pos_i(Y)[m],EARTH_pos_i(Z)[m],EARTH_vel_i(X)[m/s],EARTH_vel_i(Y)[m/s],EARTH_vel_i(Z)[m/s],SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],SUN_vel_i(X)[m/s],SUN_vel_i(Y)[m/s],SUN_vel_i(Z)[m/s],MOON_pos_i(X)[m],MOON_pos_i(Y)[m],MOON_pos_i(Z)[m],MOON_vel_i(X)[m/s],MOON_vel_i(Y)[m/s],MOON_vel_i(Z)[m/s],omega_true_b(X)[rad/s],omega_true_b(Y)[rad/s],omega_true_b(Z)[rad/s],quaternion_true_i2b(0)[-],quaternion_true_i2b(1)[-],quaternion_true_i2b(2)[-],quaternion_true_i2b(3)[-],torque_true_b(X)[Nm],torque_true_b(Y)[Nm],torque_true_b(Z)[Nm],h_total[Nms],k_sc[J],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],sat_velocity_b(X)[m/s],sat_velocity_b(Y)[m/s],sat_velocity_b(Z)[m/s],sat_acc_i_i(X)[m/s^2],sat_acc_i_i(Y)[m/s^2],sat_acc_i_i(Z)[m/s^2],lat[rad],lon[rad],alt[m],mag_i(X)[nT],mag_i(Y)[nT],mag_i(Z)[nT],mag_b(X)[nT],mag_b(Y)[nT],mag_b(Z)[nT],sr_pressure[N/m^2],shadow coefficient,EARTH_pos_b(X)[m],EARTH_pos_b(Y)[m],EARTH_pos_b(Z)[m],EARTH_vel_b(X)[m/s],EARTH_vel_b(Y)[m/s],EARTH_vel_b(Z)[m/s],SUN_pos_b(X)[m],SUN_pos_b(Y)[m],SUN_pos_b(Z)[m],SUN_vel_b(X)[m/s],SUN_vel_b(Y)[m/s],SUN_vel_b(Z)[m/s],MOON_pos_b(X)[m],MOON_pos_b(Y)[m],MOON_pos_b(Z)[m],MOON_vel_b(X)[m/s],MOON_vel_b(Y)[m/s],MOON_vel_b(Z)[m/s],ggtorque_b(X)[Nm],ggtorque_b(Y)[Nm],ggtorque_b(Z)[Nm],srp_torque_b(X)[Nm],srp_torque_b(Y)[Nm],srp_torque_b(Z)[Nm],srp_force_b(X)[N],srp_force_b(Y)[N],srp_force_b(Z)[N],airdrag_torque_b(X)[Nm],airdrag_torque_b(Y)[Nm],airdrag_torque_b(Z)[Nm],airdrag_force_b(X)[N],airdrag_force_b(Y)[N],airdrag_force_b(Z)[N],rmm_b(X)[Am^2],rmm_b(Y)[Am^2],rmm_b(Z)[Am^2],mag_dist_torque_b(X)[Nm],mag_dist_torque_b(Y)[Nm],mag_dist_torque_b(Z)[Nm],acc_thirdbody_i(X)[m/s2],acc_thirdbody_i(Y)[m/s2],acc_thirdbody_i(Z)[m/s2],a_geop_ecef(X)[m/s2],a_geop_ecef(Y)[m/s2],a_geop_ecef(Z)[m/s2],Sun in forbidden angle[],Earth in forbidden angle[],Moon in forbidden angle[],sun_pos_imgsensor_ (0)[pix],sun_pos_imgsensor_ (1)[pix],earth_pos_imgsensor_ (0)[pix],earth_pos_imgsensor_ (1)[pix],moon_pos_imgsensor_ (0)[pix],moon_pos_imgsensor_ (1)[pix],quaternion_STT0_i2c(0)[-],quaternion_STT0_i2c(1)[-],quaternion_STT0_i2c(2)[-],quaternion_STT0_i2c(3)[-],STT error flag0,STIM210_c(X)[deg/s],STIM210_c(Y)[deg/s],STIM210_c(Z)[deg/s],gyro_omega2_c(X)[rad/s],gyro_omega2_c(Y)[rad/s],gyro_omega2_c(Z)[rad/s],mag_sensor2_c(X)[nT],mag_sensor2_c(Y)[nT],mag_sensor2_c(Z)[nT],RM3100_c(X)[nT],RM3100_c(Y)[nT],RM3100_c(Z)[nT],RM3100_c(X)[nT],RM3100_c(Y)[nT],RM3100_c(Z)[nT],NanoSSOC D601_c(X)[-],NanoSSOC D601_c(Y)[-],NanoSSOC D601_c(Z)[-],sun_detected_flag1[-],NanoSSOC D602_c(X)[-],NanoSSOC D602_c(Y)[-],NanoSSOC D602_c(Z)[-],sun_detected_flag2[-],NanoSSOC D603_c(X)[-],NanoSSOC D603_c(Y)[-],NanoSSOC D603_c(Z)[-],sun_detected_flag3[-],NanoSSOC D604_c(X)[-],NanoSSOC D604_c(Y)[-],NanoSSOC D604_c(Z)[-],sun_detected_flag4[-],MTQ_seiren1_b(X)[Am^2],MTQ_seiren1_b(Y)[Am^2],MTQ_seiren1_b(Z)[Am^2],MTQ_seiren1_b(X)[Nm],MTQ_seiren1_b(Y)[Nm],MTQ_seiren1_b(Z)[Nm],RW0003_angular_velocity[rad/s],RW0003_angular_velocity_rpm[rpm],RW0003_angular_velocity_upperlimit[rpm],RW0003_angular_acceleration[rad/s^2],RW0003_angular_velocity[rad/s],RW0003_angular_velocity_rpm[rpm],RW0003_angular_velocity_upperlimit[rpm],RW0003_angular_acceleration[rad/s^2],RW0003_angular_velocity[rad/s],RW0003_angular_velocity_rpm[rpm],RW0003_angular_velocity_upperlimit[rpm],RW0003_angular_acceleration[rad/s^2],OEM7600_year,OEM7600_month,OEM7600_day,OEM7600_hour,OEM7600_min,OEM7600_sec,OEM7600_posXYZ_ECEF(X)[m],OEM7600_posXYZ_ECEF(Y)[m],OEM7600_posXYZ_ECEF(Z)[m],OEM7600_velXYZ_ECEF(X)[m/s],OEM7600_velXYZ_ECEF(Y)[m/s],OEM7600_velXYZ_ECEF(Z)[m/s],OEM7600_lat[rad],OEM7600_lon[rad],OEM7600_alt[m],OEM7600vis_flag,OEM7600vis_num,TH1thrust_b(X)[N],TH1thrust_b(Y)[N],TH1thrust_b(Z)[N],TH1torque_b(X)[Nm],TH1torque_b(Y)[Nm],TH1torque_b(Z)[Nm],TH1thrust[N],
32,0,0,0,0,0,0,-9.71123e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.45,-741.93,-3.57539e+08,-1.31605e+08,-4.34732e+07,430.926,-812.005,-447.823,4.75549e-05,0.00768122,0.000428395,0.434979,0.432064,0.556633,-0.560601,1.91974e-07,-2.82569e-06,2.79892e-06,0.00230598,8.86874e-06,3169000.595287987,3728387.536987826,-4666311.436908828,-3251.763389,6335.563414,2854.824922,1170.15653,-3258.740314,6846.510023,6.720596403e-09,1.054211473e-07,4.462585796e-08,-0.764828,2.48566,393575,27246.8,36824.7,-24424.4,-32586.7,27478.1,29632.1,4.7054e-06,1,5.42177e+06,-3.20737e+06,-2.45666e+06,-25243,-34018.5,-11294.7,-2.33234e+10,-9.5799e+09,-1.45036e+11,-6.37736e+07,3.91725e+08,-1.56254e+07,-6.61121e+06,-3.60697e+08,-1.40661e+08,-2.71603e+06,262717,-544376,-6.66708e-08,1.73662e-23,-1.47141e-07,-1.23031e-08,2.99841e-08,-2.03758e-12,2.0643e-07,7.94702e-08,1.3582e-06,0,0,0,0,0,0,0.0541576,0.0447394,0.0383859,2.70948e-07,-2.85567e-06,2.94606e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32.5,0,0,0,0,0,0,-9.71122e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.45,-741.929,-3.57539e+08,-1.31606e+08,-4.34735e+07,430.927,-812.004,-447.823,4.80672e-05,0.007677,0.000433878,0.434073,0.431081,0.55731,-0.561387,1.18663e-07,-2.74419e-06,2.64814e-06,0.00230475,8.8595e-06,3167569.352500703,3731174.852931389,-4665054.670482873,-3253.557458,6333.451403,2857.474552,1149.481218,-3260.632255,6849.114822,6.722918828e-09,1.05415091e-07,4.472426429e-08,-0.764571,2.48622,393569,27224.3,36849,-24397.4,-32661.5,27462.3,29551.5,4.7054e-06,1,5.42892e+06,-3.20701e+06,-2.44127e+06,-25193.3,-34004.8,-11352.3,-2.2835e+10,-9.57857e+09,-1.45114e+11,-6.3547e+07,3.90738e+08,-1.57985e+07,-6.20469e+06,-3.60697e+08,-1.40678e+08,-2.71306e+06,262306,-551227,-6.62459e-08,-3.40378e-23,-1.47318e-07,-1.2308e-08,2.93719e-08,-1.99463e-12,2.01872e-07,7.94773e-08,1.35928e-06,0,0,0,0,0,0,0.0406661,0.051396,0.0481246,1.97216e-07,-2.77356e-06,2.79546e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,0,0,0,0,0,0,-9.7112e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.44,-741.928,-3.57539e+08,-1.31606e+08,-4.34737e+07,430.929,-812.004,-447.823,4.80589e-05,0.00767116,0.000440806,0.432941,0.42985,0.558151,-0.562368,-4.77048e-07,-4.10125e-06,3.25697e-06,0.00230306,8.84666e-06,3165779.352892224,3734657.372066841,-4663482.217027621,-3255.798704,6330.809407,2860.78529,1123.637583,-3262.994239,6852.282292,6.724616225e-09,1.054525964e-07,4.473707098e-08,-0.76425,2.48692,393562,27196.2,36879.2,-24363.5,-32754.5,27442.7,29450.5,4.7054e-06,1,5.43779e+06,-3.20658e+06,-2.42201e+06,-25131.6,-33986.1,-11427,-2.22245e+10,-9.57698e+09,-1.45209e+11,-6.33149e+07,3.89552e+08,-1.60084e+07,-5.69804e+06,-3.60698e+08,-1.40698e+08,-2.70934e+06,261847,-559887,-6.57147e-08,2.02235e-23,-1.4754e-07,-1.2314e-08,2.86054e-08,-1.94099e-12,1.96186e-07,7.94856e-08,1.3606e-06,0,0,0,0,0,0,0.0678647,0.0470813,0.0650661,-3.99019e-07,-4.12986e-06,3.40452e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33.5,0,0,0,0,0,0,-9.71119e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.44,-741.927,-3.57539e+08,-1.31607e+08,-4.34739e+07,430.93,-812.003,-447.823,4.78706e-05,0.00766664,0.000445924,0.432035,0.428864,0.558822,-0.563152,-6.5477e-07,-3.35863e-06,2.36977e-06,0.00230174,8.83673e-06,3164346.465898635,3737442.340812757,-4662222.943437126,-3257.590793,6328.694031,2863.433082,1102.964292,-3264.882416,6854.744891,6.725895303e-09,1.054809788e-07,4.47479078e-08,-0.763992,2.48748,393556,27173.7,36903.4,-24336.4,-32828.6,27427,29369.6,4.7054e-06,1,5.44482e+06,-3.20626e+06,-2.4066e+06,-25081.8,-33970,-11486.9,-2.17362e+10,-9.57575e+09,-1.45283e+11,-6.3175e+07,3.88528e+08,-1.61632e+07,-5.29391e+06,-3.60698e+08,-1.40713e+08,-2.70625e+06,261421,-566629,-6.52898e-08,-2.83889e-23,-1.47715e-07,-1.23187e-08,2.79911e-08,-1.8981e-12,1.91647e-07,7.94916e-08,1.36161e-06,0,0,0,0,0,0,0.0504806,0.0345113,0.0579991,-5.77162e-07,-3.38662e-06,2.51749e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,0,0,0,0,0,0,-9.71117e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.44,-741.925,-3.57538e+08,-1.31607e+08,-4.34742e+07,430.931,-812.003,-447.823,4.89718e-05,0.00766159,0.000452982,0.430901,0.42763,0.559656,-0.564129,-5.64598e-07,-2.90836e-06,2.05268e-06,0.00230028,8.82576e-06,3162554.248668747,3740922.242279415,-4660647.213483288,-3259.829768,6326.047588,2866.741824,1077.123087,-3267.238181,6857.735589,6.727374261e-09,1.05514413e-07,4.476219778e-08,-0.763671,2.48818,393548,27145.6,36933.5,-24302.4,-32920.7,27407.6,29268.2,4.7054e-06,1,5.45354e+06,-3.20587e+06,-2.38731e+06,-25019.2,-33954.3,-11555,-2.11258e+10,-9.57431e+09,-1.45373e+11,-6.28374e+07,3.87263e+08,-1.63803e+07,-4.7903e+06,-3.60698e+08,-1.40729e+08,-2.70249e+06,260896,-575026,-6.47587e-08,-1.47449e-23,-1.47934e-07,-1.23244e-08,2.7222e-08,-1.84452e-12,1.85985e-07,7.94986e-08,1.36284e-06,0,0,0,0,0,0,0.0319586,0.0402392,0.0607585,-4.87515e-07,-2.93558e-06,2.20061e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34.5,0,0,0,0,0,0,-9.71116e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.43,-741.924,-3.57538e+08,-1.31607e+08,-4.34744e+07,430.932,-812.002,-447.823,4.99951e-05,0.0076575,0.000458866,0.429994,0.426642,0.56032,-0.56491,-1.08525e-07,-2.77234e-06,2.44271e-06,0.0022991,8.8169e-06,3161119.457249543,3743705.369566577,-4659385.204037685,-3261.620203,6323.928462,2869.388259,1056.449851,-3269.117821,6860.058958,6.728469085e-09,1.055395175e-07,4.477421404e-08,-0.763413,2.48873,393543,27123.1,36957.6,-24275.3,-32994.1,27392.2,29186.9,4.7054e-06,1,5.46044e+06,-3.20557e+06,-2.37186e+06,-24969.4,-33941.3,-11610,-2.06376e+10,-9.57328e+09,-1.45443e+11,-6.2576e+07,3.86267e+08,-1.65521e+07,-4.38866e+06,-3.60699e+08,-1.4074e+08,-2.69948e+06,260499,-581766,-6.43338e-08,-5.29507e-24,-1.48108e-07,-1.23291e-08,2.66058e-08,-1.8017e-12,1.81466e-07,7.95042e-08,1.36378e-06,0,0,0,0,0,0,0.0415945,0.0439914,0.0480369,-3.1862e-08,-2.79895e-06,2.59082e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,0,0,0,0,0,0,-9.71114e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.43,-741.923,-3.57538e+08,-1.31608e+08,-4.34746e+07,430.934,-812.002,-447.822,5.06298e-05,0.00765182,0.000466282,0.42886,0.425405,0.561146,-0.565884,1.6439e-07,-3.2109e-06,3.17149e-06,0.00229746,8.80455e-06,3159325.024558568,3747182.648857244,-4657806.199430411,-3263.856903,6321.277575,2872.695001,1030.609004,-3271.462497,6862.87599,6.729737179e-09,1.055688333e-07,4.478995309e-08,-0.763091,2.48943,393535,27094.9,36987.6,-24241.3,-33085.3,27373,29085.1,4.7054e-06,1,5.469e+06,-3.20522e+06,-2.35254e+06,-24907.1,-33923.4,-11680.9,-2.00275e+10,-9.57212e+09,-1.45528e+11,-6.23148e+07,3.85014e+08,-1.67552e+07,-3.8882e+06,-3.607e+08,-1.40751e+08,-2.69563e+06,260008,-590157,-6.38028e-08,5.71448e-24,-1.48324e-07,-1.23348e-08,2.58343e-08,-1.74822e-12,1.7583e-07,7.9511e-08,1.36492e-06,0,0,0,0,0,0,0.0446735,0.0633806,0.0585578,2.40528e-07,-3.23673e-06,3.31981e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35.5,0,0,0,0,0,0,-9.71113e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.43,-741.922,-3.57538e+08,-1.31608e+08,-4.34748e+07,430.935,-812.001,-447.822,5.20829e-05,0.00764804,0.000472213,0.427953,0.424414,0.561804,-0.566662,2.44344e-07,-2.63954e-06,2.73096e-06,0.00229638,8.79645e-06,3157888.592899755,3749963.42220743,-4656541.686501542,-3265.645353,6319.155089,2875.339592,1009.93638,-3273.332985,6865.060675,6.730656016e-09,1.0559062e-07,4.480312544e-08,-0.762833,2.48999,393529,27072.3,37011.6,-24214.1,-33157.9,27357.7,29003.4,4.7054e-06,1,5.47578e+06,-3.20496e+06,-2.33707e+06,-24856.7,-33913,-11730.3,-1.95394e+10,-9.57129e+09,-1.45595e+11,-6.19619e+07,3.8396e+08,-1.69323e+07,-3.48912e+06,-3.607e+08,-1.40759e+08,-2.6926e+06,259562,-596695,-6.33779e-08,-5.79312e-24,-1.48496e-07,-1.23394e-08,2.52163e-08,-1.70547e-12,1.71332e-07,7.95163e-08,1.3658e-06,0,0,0,0,0,0,0.0437494,0.0507443,0.0420976,3.20062e-07,-2.66475e-06,2.87946e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,0,0,0,0,0,0,-9.71111e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.43,-741.921,-3.57538e+08,-1.31609e+08,-4.34751e+07,430.936,-812.001,-447.822,5.26224e-05,0.0076426,0.000479179,0.426818,0.423174,0.562622,-0.567633,-1.85227e-07,-2.51749e-06,2.12923e-06,0.00229481,8.78464e-06,3156091.815568868,3753438.329249932,-4654959.293500137,-3267.879939,6316.499568,2878.644571,984.0960118,-3275.664266,6867.705535,6.731709765e-09,1.056157629e-07,4.48202951e-08,-0.76251,2.49068,393522,27044.1,37041.5,-24180,-33248.3,27338.8,28901.1,4.7054e-06,1,5.48418e+06,-3.20466e+06,-2.3177e+06,-24794.1,-33896.2,-11798,-1.89295e+10,-9.57045e+09,-1.45675e+11,-6.1657e+07,3.8267e+08,-1.71351e+07,-2.99192e+06,-3.60702e+08,-1.40767e+08,-2.68872e+06,259050,-604939,-6.28469e-08,2.13376e-23,-1.48709e-07,-1.23451e-08,2.44426e-08,-1.65209e-12,1.65722e-07,7.95234e-08,1.36685e-06,0,0,0,0,0,0,0.0334248,0.0410291,0.0473986,-1.10035e-07,-2.54194e-06,2.27794e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36.5,0,0,0,0,0,0,-9.7111e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.42,-741.919,-3.57537e+08,-1.31609e+08,-4.34753e+07,430.938,-812,-447.822,5.34254e-05,0.0076386,0.000484675,0.42591,0.42218,0.563273,-0.568408,3.10071e-07,-2.58517e-06,2.76969e-06,0.00229365,8.77601e-06,3154653.61432954,3756216.999421448,-4653692.163302396,-3269.666566,6314.373531,2881.287557,963.424803,-3277.524905,6869.752082,6.732468035e-09,1.056341926e-07,4.483459939e-08,-0.762252,2.49124,393516,27021.6,37065.4,-24152.7,-33320.2,27323.8,28819.1,4.7054e-06,1,5.49084e+06,-3.20443e+06,-2.3022e+06,-24744.9,-33882.1,-11854.8,-1.84416e+10,-9.56987e+09,-1.45738e+11,-6.14262e+07,3.81757e+08,-1.73018e+07,-2.59541e+06,-3.60703e+08,-1.40771e+08,-2.68568e+06,258757,-611795,-6.24221e-08,-2.25696e-23,-1.48879e-07,-1.23497e-08,2.38229e-08,-1.60941e-12,1.61246e-07,7.95288e-08,1.36766e-06,0,0,0,0,0,0,0.0442539,0.0513018,0.0400248,3.84842e-07,-2.60899e-06,2.91857e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,0,0,0,0,0,0,-9.71108e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.42,-741.918,-3.57537e+08,-1.3161e+08,-4.34755e+07,430.939,-812,-447.822,5.49924e-05,0.00763362,0.000492173,0.424774,0.420937,0.564084,-0.569375,4.04913e-07,-2.68186e-06,2.98035e-06,0.00229223,8.76535e-06,3152854.757568845,3759689.021277351,-4652106.615472853,-3271.898709,6311.713767,2884.590285,937.5862057,-3279.84325,6872.224771,6.733302282e-09,1.056551144e-07,4.485317785e-08,-0.761928,2.49194,393509,26993.3,37095.2,-24118.6,-33409.6,27305.1,28716.3,4.7054e-06,1,5.49909e+06,-3.20417e+06,-2.2828e+06,-24682.4,-33868.1,-11917.9,-1.78318e+10,-9.56932e+09,-1.45814e+11,-6.10162e+07,3.80486e+08,-1.7515e+07,-2.10133e+06,-3.60704e+08,-1.40775e+08,-2.68185e+06,258270,-620011,-6.18911e-08,1.58459e-23,-1.49091e-07,-1.23554e-08,2.30472e-08,-1.5561e-12,1.55664e-07,7.95358e-08,1.36863e-06,0,0,0,0,0,0,0.0522519,0.0509644,0.0360501,4.79159e-07,-2.70491e-06,3.12945e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37.5,0,0,0,0,0,0,-9.71107e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.42,-741.917,-3.57537e+08,-1.3161e+08,-4.34757e+07,430.94,-811.999,-447.822,5.5508e-05,0.00762761,0.00049992,0.423639,0.419692,0.56489,-0.570341,-4.69298e-07,-3.85591e-06,3.08593e-06,0.00229049,8.75236e-06,3151054.54179565,3763159.833484364,-4650519.135338896,-3274.129747,6309.051344,2887.892136,911.7496764,-3282.154186,6874.601943,6.73313651e-09,1.05711195e-07,4.478418154e-08,-0.761605,2.49263,393502,26965,37125,-24084.5,-33498.6,27286.6,28613.4,4.7054e-06,1,5.50725e+06,-3.20393e+06,-2.26339e+06,-24619.4,-33852.3,-11982,-1.72222e+10,-9.56896e+09,-1.45887e+11,-6.06761e+07,3.79138e+08,-1.7712e+07,-1.60915e+06,-3.60706e+08,-1.40776e+08,-2.67789e+06,257725,-628028,-6.13601e-08,1.77726e-23,-1.49301e-07,-1.23611e-08,2.22704e-08,-1.50285e-12,1.50098e-07,7.95431e-08,1.36955e-06,0,0,0,0,0,0,0.0630028,0.0452587,0.0619564,-3.95577e-07,-3.87818e-06,3.23523e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,0,0,0,0,0,0,-9.71105e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.41,-741.916,-3.57537e+08,-1.3161e+08,-4.3476e+07,430.942,-811.999,-447.821,5.53045e-05,0.00762303,0.000505061,0.42273,0.418695,0.565532,-0.571112,-1.00022e-06,-3.97402e-06,2.57928e-06,0.00228917,8.7424e-06,3149613.591292042,3765935.225521102,-4649247.936868344,-3275.913533,6306.919788,2890.532619,891.0833588,-3283.999398,6876.433953,6.73454468e-09,1.056868059e-07,4.488852775e-08,-0.761346,2.49319,393496,26942.4,37148.7,-24057.1,-33569.4,27271.9,28530.8,4.7054e-06,1,5.51371e+06,-3.20376e+06,-2.24784e+06,-24569.8,-33836.5,-12039,-1.67347e+10,-9.56878e+09,-1.45944e+11,-6.05028e+07,3.78156e+08,-1.78628e+07,-1.21679e+06,-3.60707e+08,-1.40775e+08,-2.6747e+06,257392,-634666,-6.09354e-08,-6.51399e-24,-1.49468e-07,-1.23657e-08,2.16484e-08,-1.46028e-12,1.45658e-07,7.95488e-08,1.37025e-06,0,0,0,0,0,0,0.0571769,0.0348361,0.0704322,-9.26915e-07,-3.99567e-06,2.72875e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
