time[sec],EARTH_pos_i(X)[m],EARTH_pos_i(Y)[m],EARTH_pos_i(Z)[m],EARTH_vel_i(X)[m/s],EARTH_vel_i(Y)[m/s],EARTH_vel_i(Z)[m/s],SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],SUN_vel_i(X)[m/s],SUN_vel_i(Y)[m/s],SUN_vel_i(Z)[m/s],MOON_pos_i(X)[m],MOON_pos_i(Y)[m],MOON_pos_i(Z)[m],MOON_vel_i(X)[m/s],MOON_vel_i(Y)[m/s],MOON_vel_i(Z)[m/s],omega_true_b(X)[rad/s],omega_true_b(Y)[rad/s],omega_true_b(Z)[rad/s],quaternion_true_i2b(0)[-],quaternion_true_i2b(1)[-],quaternion_true_i2b(2)[-],quaternion_true_i2b(3)[-],torque_true_b(X)[Nm],torque_true_b(Y)[Nm],torque_true_b(Z)[Nm],h_total[Nms],k_sc[J],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s],sat_velocity_b(X)[m/s],sat_velocity_b(Y)[m/s],sat_velocity_b(Z)[m/s],sat_acc_i_i(X)[m/s^2],sat_acc_i_i(Y)[m/s^2],sat_acc_i_i(Z)[m/s^2],lat[rad],lon[rad],alt[m],mag_i(X)[nT],mag_i(Y)[nT],mag_i(Z)[nT],mag_b(X)[nT],mag_b(Y)[nT],mag_b(Z)[nT],sr_pressure[N/m^2],shadow coefficient,EARTH_pos_b(X)[m],EARTH_pos_b(Y)[m],EARTH_pos_b(Z)[m],EARTH_vel_b(X)[m/s],EARTH_vel_b(Y)[m/s],EARTH_vel_b(Z)[m/s],SUN_pos_b(X)[m],SUN_pos_b(Y)[m],SUN_pos_b(Z)[m],SUN_vel_b(X)[m/s],SUN_vel_b(Y)[m/s],SUN_vel_b(Z)[m/s],MOON_pos_b(X)[m],MOON_pos_b(Y)[m],MOON_pos_b(Z)[m],MOON_vel_b(X)[m/s],MOON_vel_b(Y)[m/s],MOON_vel_b(Z)[m/s],ggtorque_b(X)[Nm],ggtorque_b(Y)[Nm],ggtorque_b(Z)[Nm],srp_torque_b(X)[Nm],srp_torque_b(Y)[Nm],srp_torque_b(Z)[Nm],srp_force_b(X)[N],srp_force_b(Y)[N],srp_force_b(Z)[N],airdrag_torque_b(X)[Nm],airdrag_torque_b(Y)[Nm],airdrag_torque_b(Z)[Nm],airdrag_force_b(X)[N],airdrag_force_b(Y)[N],airdrag_force_b(Z)[N],rmm_b(X)[Am^2],rmm_b(Y)[Am^2],rmm_b(Z)[Am^2],mag_dist_torque_b(X)[Nm],mag_dist_torque_b(Y)[Nm],mag_dist_torque_b(Z)[Nm],acc_thirdbody_i(X)[m/s2],acc_thirdbody_i(Y)[m/s2],acc_thirdbody_i(Z)[m/s2],a_geop_ecef(X)[m/s2],a_geop_ecef(Y)[m/s2],a_geop_ecef(Z)[m/s2],Sun in forbidden angle[],Earth in forbidden angle[],Moon in forbidden angle[],sun_pos_imgsensor_ (0)[pix],sun_pos_imgsensor_ (1)[pix],earth_pos_imgsensor_ (0)[pix],earth_pos_imgsensor_ (1)[pix],moon_pos_imgsensor_ (0)[pix],moon_pos_imgsensor_ (1)[pix],quaternion_STT0_i2c(0)[-],quaternion_STT0_i2c(1)[-],quaternion_STT0_i2c(2)[-],quaternion_STT0_i2c(3)[-],STT error flag0,STIM210_c(X)[deg/s],STIM210_c(Y)[deg/s],STIM210_c(Z)[deg/s],gyro_omega2_c(X)[rad/s],gyro_omega2_c(Y)[rad/s],gyro_omega2_c(Z)[rad/s],mag_sensor2_c(X)[nT],mag_sensor2_c(Y)[nT],mag_sensor2_c(Z)[nT],RM3100_c(X)[nT],RM3100_c(Y)[nT],RM3100_c(Z)[nT],RM3100_c(X)[nT],RM3100_c(Y)[nT],RM3100_c(Z)[nT],NanoSSOC D601_c(X)[-],NanoSSOC D601_c(Y)[-],NanoSSOC D601_c(Z)[-],sun_detected_flag1[-],NanoSSOC D602_c(X)[-],NanoSSOC D602_c(Y)[-],NanoSSOC D602_c(Z)[-],sun_detected_flag2[-],NanoSSOC D603_c(X)[-],NanoSSOC D603_c(Y)[-],NanoSSOC D603_c(Z)[-],sun_detected_flag3[-],NanoSSOC D604_c(X)[-],NanoSSOC D604_c(Y)[-],NanoSSOC D604_c(Z)[-],sun_detected_flag4[-],MTQ_seiren1_b(X)[Am^2],MTQ_seiren1_b(Y)[Am^2],MTQ_seiren1_b(Z)[Am^2],MTQ_seiren1_b(X)[Nm],MTQ_seiren1_b(Y)[Nm],MTQ_seiren1_b(Z)[Nm],RW0003_angular_velocity[rad/s],RW0003_angular_velocity_rpm[rpm],RW0003_angular_velocity_upperlimit[rpm],RW0003_angular_acceleration[rad/s^2],RW0003_angular_velocity[rad/s],RW0003_angular_velocity_rpm[rpm],RW0003_angular_velocity_upperlimit[rpm],RW0003_angular_acceleration[rad/s^2],RW0003_angular_velocity[rad/s],RW0003_angular_velocity_rpm[rpm],RW0003_angular_velocity_upperlimit[rpm],RW0003_angular_acceleration[rad/s^2],OEM7600_year,OEM7600_month,OEM7600_day,OEM7600_hour,OEM7600_min,OEM7600_sec,OEM7600_posXYZ_ECEF(X)[m],OEM7600_posXYZ_ECEF(Y)[m],OEM7600_posXYZ_ECEF(Z)[m],OEM7600_velXYZ_ECEF(X)[m/s],OEM7600_velXYZ_ECEF(Y)[m/s],OEM7600_velXYZ_ECEF(Z)[m/s],OEM7600_lat[rad],OEM7600_lon[rad],OEM7600_alt[m],OEM7600vis_flag,OEM7600vis_num,TH1thrust_b(X)[N],TH1thrust_b(Y)[N],TH1thrust_b(Z)[N],TH1torque_b(X)[Nm],TH1torque_b(Y)[Nm],TH1torque_b(Z)[Nm],TH1thrust[N],
38.5,0,0,0,0,0,0,-9.71104e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.41,-741.914,-3.57536e+08,-1.31611e+08,-4.34762e+07,430.943,-811.999,-447.821,5.67039e-05,0.00761742,0.000513275,0.421594,0.417446,0.56633,-0.572073,-4.99147e-08,-3.55672e-06,3.30726e-06,0.00228756,8.73043e-06,3147811.299771595,3769403.146173316,-4647657.305303006,-3278.142123,6304.253128,2893.832214,865.2539672,-3286.300687,6878.637331,6.73507589e-09,1.057010709e-07,4.490922046e-08,-0.761022,2.49388,393488,26914.1,37178.3,-24022.9,-33657.4,27253.6,28427.4,4.7054e-06,1,5.52171e+06,-3.20356e+06,-2.2284e+06,-24506.8,-33820.3,-12102.4,-1.61254e+10,-9.56866e+09,-1.46013e+11,-6.01769e+07,3.76781e+08,-1.80524e+07,-727944,-3.60709e+08,-1.40772e+08,-2.67067e+06,256839,-642566,-6.04046e-08,1.56231e-23,-1.49676e-07,-1.23713e-08,2.08701e-08,-1.4071e-12,1.40122e-07,7.95556e-08,1.37108e-06,0,0,0,0,0,0,0.0576859,0.0559991,0.0575722,2.28612e-08,-3.57759e-06,3.45693e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,0,0,0,0,0,0,-9.71102e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.41,-741.913,-3.57536e+08,-1.31611e+08,-4.34764e+07,430.944,-811.998,-447.821,5.75845e-05,0.0076134,0.00051889,0.420684,0.416447,0.566965,-0.572842,2.89934e-07,-3.14898e-06,3.32688e-06,0.00228641,8.72184e-06,3146368.584337071,3772176.426222547,-4646383.493705489,-3279.924081,6302.118028,2896.471082,844.5924679,-3288.136026,6880.331633,6.735419189e-09,1.057107487e-07,4.49263142e-08,-0.760763,2.49444,393483,26891.5,37202,-23995.6,-33727.5,27239.1,28344.6,4.7054e-06,1,5.52805e+06,-3.20342e+06,-2.21283e+06,-24457.2,-33807,-12155.2,-1.56382e+10,-9.5687e+09,-1.46066e+11,-5.99174e+07,3.75794e+08,-1.82098e+07,-338315,-3.60711e+08,-1.40769e+08,-2.66751e+06,256508,-649134,-5.99799e-08,2.14555e-23,-1.49841e-07,-1.23759e-08,2.02468e-08,-1.36459e-12,1.35706e-07,7.95612e-08,1.37171e-06,0,0,0,0,0,0,0.0632403,0.0520084,0.0408188,3.6229e-07,-3.16923e-06,3.47672e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39.5,0,0,0,0,0,0,-9.71101e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.41,-741.912,-3.57536e+08,-1.31612e+08,-4.34766e+07,430.945,-811.998,-447.821,5.74737e-05,0.00760705,0.000526379,0.419548,0.415195,0.567755,-0.5738,-9.99268e-07,-4.06282e-06,2.67435e-06,0.00228457,8.70812e-06,3144563.955720056,3775641.958169938,-4644789.480051987,-3282.150546,6299.446744,2899.768899,818.7695262,-3290.424217,6882.363409,6.735763365e-09,1.057206753e-07,4.494832765e-08,-0.760438,2.49513,393475,26863.1,37231.5,-23961.3,-33814.6,27221.1,28240.8,4.7054e-06,1,5.53589e+06,-3.20327e+06,-2.19335e+06,-24394.1,-33789.7,-12219.1,-1.50293e+10,-9.56892e+09,-1.46129e+11,-5.9628e+07,3.744e+08,-1.83906e+07,147070,-3.60714e+08,-1.40762e+08,-2.6634e+06,255956,-656942,-5.94492e-08,7.65427e-24,-1.50046e-07,-1.23816e-08,1.9467e-08,-1.31148e-12,1.30202e-07,7.95684e-08,1.37246e-06,0,0,0,0,0,0,0.0576034,0.0371548,0.0726171,-9.27438e-07,-4.08228e-06,2.8244e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,0,0,0,0,0,0,-9.71099e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.4,-741.911,-3.57536e+08,-1.31612e+08,-4.34768e+07,430.947,-811.997,-447.821,5.76145e-05,0.00760255,0.000531807,0.418638,0.414193,0.568385,-0.574565,-3.03525e-07,-3.64637e-06,3.11192e-06,0.00228327,8.69843e-06,3143119.477010605,3778413.122799657,-4643513.056746615,-3283.930673,6297.308102,2902.40615,798.1157923,-3292.251777,6883.919006,6.735967613e-09,1.057268663e-07,4.496646347e-08,-0.760178,2.49569,393469,26840.4,37255.1,-23933.9,-33883.9,27206.8,28157.6,4.7054e-06,1,5.54211e+06,-3.20316e+06,-2.17776e+06,-24344.7,-33772.5,-12277.3,-1.45424e+10,-9.56918e+09,-1.46179e+11,-5.94974e+07,3.73443e+08,-1.8534e+07,533962,-3.60716e+08,-1.40755e+08,-2.66014e+06,255675,-663561,-5.90247e-08,2.04594e-23,-1.5021e-07,-1.23861e-08,1.88427e-08,-1.26903e-12,1.25812e-07,7.95739e-08,1.37302e-06,0,0,0,0,0,0,0.0616819,0.0467467,0.0569119,-2.32114e-07,-3.66521e-06,3.26213e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.5,0,0,0,0,0,0,-9.71098e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.4,-741.91,-3.57536e+08,-1.31612e+08,-4.34771e+07,430.948,-811.997,-447.821,5.85299e-05,0.00759733,0.000538884,0.417501,0.412939,0.569167,-0.57552,-4.28151e-07,-3.17548e-06,2.51211e-06,0.00228178,8.6873e-06,3141312.777540031,3781875.754729121,-4641915.896175107,-3286.154685,6294.632588,2905.701702,772.3027366,-3294.529704,6885.777874,6.736118257e-09,1.057324073e-07,4.498978094e-08,-0.759853,2.49638,393462,26812.1,37284.5,-23899.5,-33970.1,27189,28053.4,4.7054e-06,1,5.5498e+06,-3.20305e+06,-2.15826e+06,-24282.4,-33756.4,-12340.3,-1.3934e+10,-9.56964e+09,-1.46238e+11,-5.9153e+07,3.72145e+08,-1.87231e+07,1.01588e+06,-3.60718e+08,-1.40744e+08,-2.65611e+06,255224,-671531,-5.84941e-08,2.51647e-24,-1.50413e-07,-1.23917e-08,1.80616e-08,-1.216e-12,1.2034e-07,7.95808e-08,1.37369e-06,0,0,0,0,0,0,0.0581165,0.0318632,0.0460162,-3.57265e-07,-3.19354e-06,2.66253e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,0,0,0,0,0,0,-9.71096e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.4,-741.908,-3.57535e+08,-1.31613e+08,-4.34773e+07,430.949,-811.996,-447.821,5.91005e-05,0.00759289,0.000544743,0.416591,0.411934,0.56979,-0.576282,-8.49014e-08,-2.94643e-06,2.71148e-06,0.0022805,8.67782e-06,3139866.405196043,3784645.05361175,-4640636.745893603,-3287.933141,6292.490212,2908.337574,751.6563598,-3296.347399,6887.196192,6.736168017e-09,1.057350758e-07,4.500894052e-08,-0.759593,2.49693,393456,26789.3,37307.9,-23872.1,-34038.7,27174.9,27969.9,4.7054e-06,1,5.55588e+06,-3.20297e+06,-2.14265e+06,-24232.5,-33741.9,-12392.9,-1.34474e+10,-9.57014e+09,-1.46283e+11,-5.89334e+07,3.71118e+08,-1.88683e+07,1.4001e+06,-3.60721e+08,-1.40734e+08,-2.65283e+06,254884,-677925,-5.80697e-08,-4.71839e-24,-1.50575e-07,-1.23962e-08,1.74364e-08,-1.17359e-12,1.15976e-07,7.95864e-08,1.37418e-06,0,0,0,0,0,0,0.0450672,0.0481027,0.0500412,-1.44355e-08,-2.96386e-06,2.86205e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41.5,0,0,0,0,0,0,-9.71095e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.39,-741.907,-3.57535e+08,-1.31613e+08,-4.34775e+07,430.95,-811.996,-447.82,5.93945e-05,0.00758731,0.00055159,0.415454,0.410677,0.570565,-0.577234,2.38162e-07,-2.57269e-06,2.75008e-06,0.0022789,8.66588e-06,3138057.505086317,3788105.03459549,-4639036.323740227,-3290.154861,6289.810275,2911.631098,725.8534685,-3298.613587,6888.883299,6.736142822e-09,1.05736194e-07,4.503351612e-08,-0.759268,2.49763,393449,26760.9,37337.2,-23837.7,-34124,27157.4,27865.3,4.7054e-06,1,5.56342e+06,-3.2029e+06,-2.12312e+06,-24170.5,-33722.1,-12461.4,-1.28394e+10,-9.57092e+09,-1.46338e+11,-5.87086e+07,3.69881e+08,-1.90469e+07,1.87866e+06,-3.60724e+08,-1.4072e+08,-2.64871e+06,254514,-686009,-5.75391e-08,3.73539e-24,-1.50775e-07,-1.24018e-08,1.66542e-08,-1.12062e-12,1.10538e-07,7.95934e-08,1.37476e-06,0,0,0,0,0,0,0.0381467,0.0546505,0.0447301,3.08103e-07,-2.58934e-06,2.90086e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,0,0,0,0,0,0,-9.71093e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.39,-741.906,-3.57535e+08,-1.31614e+08,-4.34777e+07,430.952,-811.995,-447.82,5.96963e-05,0.00758292,0.000557048,0.414544,0.40967,0.571181,-0.577993,-4.37867e-07,-3.09401e-06,2.43433e-06,0.00227763,8.65649e-06,3136609.505426258,3790871.957798826,-4637754.682010566,-3291.931318,6287.664558,2914.265105,705.214956,-3300.42095,6890.164869,6.736047635e-09,1.057353053e-07,4.505367403e-08,-0.759007,2.49818,393443,26738.2,37360.6,-23810.2,-34191.9,27143.5,27781.5,4.7054e-06,1,5.56938e+06,-3.20286e+06,-2.10749e+06,-24121,-33708.6,-12512.5,-1.23532e+10,-9.57167e+09,-1.4638e+11,-5.84469e+07,3.68889e+08,-1.91956e+07,2.26019e+06,-3.60726e+08,-1.40707e+08,-2.64547e+06,254215,-692435,-5.71147e-08,9.00426e-24,-1.50935e-07,-1.24064e-08,1.60281e-08,-1.07827e-12,1.06201e-07,7.95992e-08,1.37518e-06,0,0,0,0,0,0,0.0432368,0.0412868,0.0558277,-3.68346e-07,-3.11004e-06,2.58527e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42.5,0,0,0,0,0,0,-9.71092e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.39,-741.905,-3.57535e+08,-1.31614e+08,-4.3478e+07,430.953,-811.995,-447.82,6.03419e-05,0.00757729,0.000564403,0.413406,0.40841,0.571948,-0.578941,-5.39882e-07,-3.03996e-06,2.26014e-06,0.00227602,8.64452e-06,3134798.407038196,3794329.283568511,-4636151.00041731,-3294.150742,6284.980203,2917.556597,679.4228687,-3302.674175,6891.68119,6.735841285e-09,1.057319583e-07,4.507947709e-08,-0.758681,2.49887,393435,26709.7,37389.8,-23775.7,-34276.3,27126.2,27676.6,4.7054e-06,1,5.57676e+06,-3.20283e+06,-2.08793e+06,-24058.7,-33691.4,-12575.1,-1.17457e+10,-9.57277e+09,-1.4643e+11,-5.8138e+07,3.6757e+08,-1.93728e+07,2.7354e+06,-3.60729e+08,-1.40689e+08,-2.64133e+06,253777,-700255,-5.65843e-08,5.63586e-24,-1.51134e-07,-1.2412e-08,1.52451e-08,-1.02536e-12,1.00798e-07,7.96065e-08,1.37567e-06,0,0,0,0,0,0,0.047031,0.0331278,0.0511591,-4.70885e-07,-3.0552e-06,2.41127e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,0,0,0,0,0,0,-9.7109e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.39,-741.904,-3.57535e+08,-1.31614e+08,-4.34782e+07,430.954,-811.994,-447.82,6.15082e-05,0.00757232,0.000571443,0.412268,0.407148,0.572711,-0.579887,-1.57335e-07,-2.50399e-06,2.21413e-06,0.0022746,8.63403e-06,3132985.955740458,3797785.385091297,-4634545.391376527,-3296.369051,6282.293198,2920.8472,653.6360409,-3304.91833,6893.103791,6.734621675e-09,1.057635316e-07,4.501827389e-08,-0.758355,2.49956,393428,26681.3,37418.9,-23741.3,-34360.2,27109.1,27571.5,4.7054e-06,1,5.58405e+06,-3.20282e+06,-2.06836e+06,-23996.9,-33675,-12637.6,-1.11385e+10,-9.57408e+09,-1.46477e+11,-5.77931e+07,3.66331e+08,-1.95561e+07,3.20869e+06,-3.60733e+08,-1.40669e+08,-2.63725e+06,253420,-708231,-5.60539e-08,2.0525e-23,-1.51331e-07,-1.24177e-08,1.44616e-08,-9.72486e-13,9.54137e-08,7.96143e-08,1.37612e-06,0,0,0,0,0,0,0.0453449,0.0330676,0.0369097,-8.88639e-08,-2.51845e-06,2.36547e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43.5,0,0,0,0,0,0,-9.71089e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.38,-741.902,-3.57534e+08,-1.31615e+08,-4.34784e+07,430.956,-811.994,-447.82,6.21725e-05,0.00756778,0.000577567,0.411357,0.406137,0.573318,-0.580642,8.35844e-08,-3.62575e-06,3.62615e-06,0.0022733,8.62443e-06,3131535.222532504,3800548.999789495,-4633259.695260448,-3298.142649,6280.141985,2923.478674,633.0105097,-3306.707227,6894.174414,6.735212293e-09,1.057196237e-07,4.512760692e-08,-0.758094,2.50011,393422,26658.5,37442.1,-23713.7,-34427,27095.5,27487.2,4.7054e-06,1,5.58982e+06,-3.20283e+06,-2.0527e+06,-23947.6,-33660.8,-12689.5,-1.06528e+10,-9.57529e+09,-1.46513e+11,-5.75491e+07,3.65383e+08,-1.97016e+07,3.586e+06,-3.60736e+08,-1.40652e+08,-2.63397e+06,253181,-714698,-5.56295e-08,1.72746e-23,-1.51488e-07,-1.24223e-08,1.38345e-08,-9.30205e-13,9.11205e-08,7.96209e-08,1.37644e-06,0,0,0,0,0,0,0.0671033,0.0569161,0.0521426,1.51636e-07,-3.63959e-06,3.77764e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,0,0,0,0,0,0,-9.71087e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.38,-741.901,-3.57534e+08,-1.31615e+08,-4.34786e+07,430.957,-811.993,-447.82,6.25698e-05,0.00756213,0.000584635,0.410218,0.404873,0.574073,-0.581584,-7.19588e-07,-2.6445e-06,1.65464e-06,0.00227168,8.61244e-06,3129720.709032338,3804002.186427734,-4631650.947298707,-3300.358496,6277.450763,2926.766997,607.2345357,-3308.935507,6895.428295,6.734732991e-09,1.057092491e-07,4.515524803e-08,-0.757767,2.5008,393415,26630,37471.1,-23679.1,-34509.9,27078.6,27381.6,4.7054e-06,1,5.59696e+06,-3.20286e+06,-2.0331e+06,-23884.8,-33644.6,-12747.8,-1.00461e+10,-9.577e+09,-1.46556e+11,-5.72178e+07,3.63949e+08,-1.98674e+07,4.05581e+06,-3.6074e+08,-1.40628e+08,-2.62972e+06,252656,-722152,-5.50991e-08,4.24655e-24,-1.51683e-07,-1.24282e-08,1.30504e-08,-8.77382e-13,8.57724e-08,7.96297e-08,1.3768e-06,0,0,0,0,0,0,0.0325044,0.0268372,0.0512179,-6.52061e-07,-2.65755e-06,1.80632e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44.5,0,0,0,0,0,0,-9.71086e+09,-1.34771e+11,-5.8422e+10,30212.7,-1708.38,-741.9,-3.57534e+08,-1.31616e+08,-4.34789e+07,430.958,-811.993,-447.819,6.26647e-05,0.0075572,0.000590616,0.409307,0.40386,0.574673,-0.582337,-3.48737e-07,-3.79429e-06,3.26581e-06,0.00227027,8.60197e-06,3128268.088170049,3806763.92208619,-4630362.529158823,-3302.130415,6275.295824,2929.39708,586.6206301,-3310.714159,6896.362679,6.73429076e-09,1.056991281e-07,4.517781783e-08,-0.757506,2.50135,393409,26607.2,37494.2,-23651.5,-34576,27065.2,27297.1,4.7054e-06,1,5.6026e+06,-3.20291e+06,-2.01742e+06,-23835.6,-33627.7,-12803.1,-9.56097e+09,-9.57848e+09,-1.46588e+11,-5.70618e+07,3.63013e+08,-2.00051e+07,4.43025e+06,-3.60743e+08,-1.40607e+08,-2.62635e+06,252449,-728622,-5.46748e-08,-1.01445e-23,-1.51838e-07,-1.24329e-08,1.24229e-08,-8.35142e-13,8.15088e-08,7.96367e-08,1.37705e-06,0,0,0,0,0,0,0.0526144,0.0576595,0.068559,-2.8163e-07,-3.80671e-06,3.41765e-06,-0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,8500,0,0,0,8500,0,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
